irn,title,title_length,image_irn,width,height,contentUrl,rights,description,observedDimension,creator,role,createdDate,createdPlace,productionUsedTechnique,isMadeOfSummary,isMadeOf,isTypeOf,influencedBy,depicts,refersTo,creditLine
50337,Podocarpus Totara or Totara tree,32,443339,7911,10893,https://media.tepapa.govt.nz/collection/443339/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1940,,,,,,,,,
50514,"Totara,  Koriniti",17,443340,10893,7911,https://media.tepapa.govt.nz/collection/443340/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1930,,black-and-white photography,black and white negative,"silver,black-and-white film,cut film",black-and-white negatives,,,,
54601,Punga,5,451551,11244,8259,https://media.tepapa.govt.nz/collection/451551/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
54602,Black fern tree,15,451552,8270,11309,https://media.tepapa.govt.nz/collection/451552/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
54674,Phormium tenax,14,425508,9733,7285,https://media.tepapa.govt.nz/collection/425508/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1910,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Flax,Plants",,
54994,Corynocarpus laevigatus or Karaka,33,451553,8253,11399,https://media.tepapa.govt.nz/collection/451553/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1910,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
54995,Corynocarpus laevigatus or Karaka,33,451554,11244,8259,https://media.tepapa.govt.nz/collection/451554/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1910,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
55380,Banana tree,11,451555,8298,11306,https://media.tepapa.govt.nz/collection/451555/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1910,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
55381,Banana tree,11,451556,8259,11244,https://media.tepapa.govt.nz/collection/451556/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1910,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
60075,Fijian chief meets the Governor of New Zealand,46,425758,10617,7772,https://media.tepapa.govt.nz/collection/425758/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Crowds,men,Meetings,Christchurch","exhibitions,Fijian",
60076,Fijians seated at the Christchurch Exhibition,45,425760,10607,7745,https://media.tepapa.govt.nz/collection/425760/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"men,Leaves,Holes,Christchurch","exhibitions,Fijian",
60077,Fijians seated at the Christchurch Exhibition,45,425766,10602,7800,https://media.tepapa.govt.nz/collection/425766/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Crowds,Buildings,Flags,Christchurch","exhibitions,Fijian",
60078,Fijians seated at the Christchurch Exhibition,45,425768,10584,7809,https://media.tepapa.govt.nz/collection/425768/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Crowds,Christchurch","exhibitions,sitting,Fijian",
60079,Fijians at the Christchurch Exhibition,38,425770,10587,7777,https://media.tepapa.govt.nz/collection/425770/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Crowds,Buildings,Necklaces,Headdresses,Christchurch","exhibitions,Fijian",
60080,Fijians preparing for fire walking,34,425762,10576,7746,https://media.tepapa.govt.nz/collection/425762/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Crowds,Buildings,Flags,Christchurch","performances,exhibitions,Fijian",
60081,Fijian House,12,425764,10600,7779,https://media.tepapa.govt.nz/collection/425764/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,vernacular architecture,Thatched roof buildings,Christchurch","exhibitions,Fijian",
60083,Fijians preparing hot stones,28,425772,10621,7809,https://media.tepapa.govt.nz/collection/425772/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Crowds,Staffs (Sticks),Christchurch","exhibitions,Fijian",
60085,Fijians preparing for fire walking ceremony,43,425776,10597,7763,https://media.tepapa.govt.nz/collection/425776/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Crowds,Staffs (Sticks),Buildings,Christchurch","exhibitions,Fijian",
60086,Fijians preparing for fire walking ceremony,43,425780,10596,7758,https://media.tepapa.govt.nz/collection/425780/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Logs,Smoke,Christchurch","Fire,exhibitions,ceremonies,Fijian",
60088,Kava Ceremony,13,425774,10650,7774,https://media.tepapa.govt.nz/collection/425774/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Crowds,Christchurch","exhibitions,ceremonies,Fijian",
60089,Fire walking ceremony being performed,37,425778,10602,7760,https://media.tepapa.govt.nz/collection/425778/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Crowds,Christchurch","exhibitions,ceremonies,Fijian",
61641,"Ball Hut, Mount Cook",20,425784,10587,7781,https://media.tepapa.govt.nz/collection/425784/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"people,Huts,Hills,Rocks,Privies,Aorangi (Mount Cook)",Mountains,
61650,Captain Cook's Monument,23,425786,7784,10606,https://media.tepapa.govt.nz/collection/425786/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Monuments & memorials,Oceans,Boats,Gisborne,South Pacific Ocean",,
61652,Captain Cook's Monument,23,425788,7809,10621,https://media.tepapa.govt.nz/collection/425788/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Monuments & memorials,Oceans,Hills,Houses,Gisborne,South Pacific Ocean",,
61673,Tobacco leaf drying,19,451562,11244,8259,https://media.tepapa.govt.nz/collection/451562/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61674,Tobacco leaf drying,19,451563,11244,8259,https://media.tepapa.govt.nz/collection/451563/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61690,"Tobacco Plantation, Jerusalem",29,451566,11242,8193,https://media.tepapa.govt.nz/collection/451566/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61697,Whanganui River at Operiki,26,451567,11244,8259,https://media.tepapa.govt.nz/collection/451567/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61698,"Operiki Stream, Whanganui River",31,451571,11244,8259,https://media.tepapa.govt.nz/collection/451571/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61699,"Operiki Stream, Whanganui River",31,451572,11244,8259,https://media.tepapa.govt.nz/collection/451572/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61701,"Operiki Stream, Whanganui River",31,451576,11244,8259,https://media.tepapa.govt.nz/collection/451576/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photography studio,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61703,Whanganui River from Pipiriki House,35,451577,11244,8259,https://media.tepapa.govt.nz/collection/451577/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61784,Whanganui River at Pipiriki,27,451596,11244,8259,https://media.tepapa.govt.nz/collection/451596/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61789,View below Koriniti (Pa),24,451597,11340,8306,https://media.tepapa.govt.nz/collection/451597/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61790,Koriniti,8,451598,11244,8259,https://media.tepapa.govt.nz/collection/451598/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
61791,River at Koriniti,17,451599,11244,8259,https://media.tepapa.govt.nz/collection/451599/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62096,Valley with large tree in left foreground,41,449212,11307,8134,https://media.tepapa.govt.nz/collection/449212/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62098,Valley with hills at rear,25,449213,11359,8219,https://media.tepapa.govt.nz/collection/449213/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62099,Valley - Ethnological Expedition,32,449214,11326,8191,https://media.tepapa.govt.nz/collection/449214/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62104,Valley with trees in the centre,31,449216,11383,8229,https://media.tepapa.govt.nz/collection/449216/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62108,Valley with a building in the centre,36,449217,11307,8153,https://media.tepapa.govt.nz/collection/449217/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62109,Valley with several buildings,29,449218,11345,8172,https://media.tepapa.govt.nz/collection/449218/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62111,Valley - Ethnological Expedition,32,449219,11326,8161,https://media.tepapa.govt.nz/collection/449219/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62113,Valley with trees in the right foreground,41,449220,11250,8172,https://media.tepapa.govt.nz/collection/449220/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62114,Valley with a river on the left,31,449221,11383,8286,https://media.tepapa.govt.nz/collection/449221/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62116,Valley with farm buildings in the centre,40,449222,11288,8248,https://media.tepapa.govt.nz/collection/449222/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62119,Valley with a lone tree in the centre,37,449223,11364,8229,https://media.tepapa.govt.nz/collection/449223/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62121,Valley with farm buildings in the foreground,44,449224,11288,8172,https://media.tepapa.govt.nz/collection/449224/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62158,"Beach scene - Ethnological Expedition [Kaiti Beach, Gisborne]",61,446874,10768,7924,https://media.tepapa.govt.nz/collection/446874/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,Poverty Bay (New Zealand),black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62160,Beach scene - Ethnological Expedition,37,446875,10786,7924,https://media.tepapa.govt.nz/collection/446875/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,Poverty Bay (New Zealand),black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62161,Beach scene - Ethnological Expedition,37,451652,11244,8259,https://media.tepapa.govt.nz/collection/451652/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62248,Grave of Augustus Hamilton,26,446862,7834,10840,https://media.tepapa.govt.nz/collection/446862/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62249,Grave of Augustus Hamilton,26,446864,7924,10867,https://media.tepapa.govt.nz/collection/446864/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62250,Grave of First United States Consul to New Zealand,50,446863,10822,7852,https://media.tepapa.govt.nz/collection/446863/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62253,Monument to Reverend Henry Williams,35,446865,10876,7906,https://media.tepapa.govt.nz/collection/446865/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62257,Grave of Mrs Busby,18,446866,10858,7906,https://media.tepapa.govt.nz/collection/446866/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62260,Treaty Monument at Waitangi,27,446867,7870,10840,https://media.tepapa.govt.nz/collection/446867/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62261,Treaty Monument at Waitangi,27,446869,10858,7870,https://media.tepapa.govt.nz/collection/446869/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62262,Waitangi Monument,17,446871,7852,10858,https://media.tepapa.govt.nz/collection/446871/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62263,Treaty Monument and Memorial Hall -  Waitangi,45,446868,10894,7858,https://media.tepapa.govt.nz/collection/446868/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62267,Captain Cook's Monument,23,446870,10914,7929,https://media.tepapa.govt.nz/collection/446870/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62268,Captain Cook's Monument,23,425790,10586,7781,https://media.tepapa.govt.nz/collection/425790/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Monuments & memorials,Oceans,Beaches,Tree stumps,Sand,Hills,Gisborne,South Pacific Ocean",,
62271,Boer War Monument,17,451676,8259,11244,https://media.tepapa.govt.nz/collection/451676/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
62276,"Seddon's Monument, Parliament Buildings",39,446833,7924,10822,https://media.tepapa.govt.nz/collection/446833/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,,Circa 1920,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
64307,Banana tree,11,451677,8276,11357,https://media.tepapa.govt.nz/collection/451677/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1921,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
70057,Miss Freda Du Faur and guides at Mount Cook,43,425792,10570,7804,https://media.tepapa.govt.nz/collection/425792/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1910,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"men,Women,Huts,Cameras,Portrait photographs,Aorangi (Mount Cook)",Mountains,
94858,Laurence Birks,14,422051,8649,11529,https://media.tepapa.govt.nz/collection/422051/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,,black and white gelatin glass negative,"silver,photographic gelatin,sheet glass,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
94947,"Hamilton, Augustus (Later years)",32,425516,10625,8155,https://media.tepapa.govt.nz/collection/425516/full,No Known Copyright Restrictions,,,James McDonald,photographer,Circa 1911,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Books,Chairs,Stools,Sculpture,men",sitting,
94982,Augustus Hamilton,17,422073,8286,10813,https://media.tepapa.govt.nz/collection/422073/full,No Known Copyright Restrictions,,,James McDonald,photographer,1904 - 1906,,black-and-white photography,black and white gelatin glass negative,"silver,photographic gelatin,sheet glass,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
94983,James Ingram McDonald,21,422075,8306,10938,https://media.tepapa.govt.nz/collection/422075/full,No Known Copyright Restrictions,,,James McDonald,photographer,circa 1925,,,black and white gelatin glass negative,"silver,photographic gelatin,sheet glass,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
94984,Professor H B Kirk,18,422077,8319,10963,https://media.tepapa.govt.nz/collection/422077/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,,black and white gelatin glass negative,"silver,photographic gelatin,sheet glass,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
95044,Johannes C Andersen,19,446774,8468,11113,https://media.tepapa.govt.nz/collection/446774/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","black-and-white negatives,nitrate cel",,,,
95147,James Mackenzie,15,425851,8236,10807,https://media.tepapa.govt.nz/collection/425851/full,No Known Copyright Restrictions,,,James McDonald,photographer,1904 - 1906,,"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
95366,Model of a redoubt from the New Zealand Wars,44,425540,8372,10731,https://media.tepapa.govt.nz/collection/425540/full,No Known Copyright Restrictions,,,James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Forts & fortifications,Wooden buildings,Ladders,Building models,Christchurch",exhibitions,
96981,"Norbury, G., St Brides Church and Military Camp 1863",52,421975,10934,8305,https://media.tepapa.govt.nz/collection/421975/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
96984,"Norbury, G., St Brides Church and Military Camp 1863",52,421977,11098,8456,https://media.tepapa.govt.nz/collection/421977/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
96988,"Norbury, G., St Brides Church and Military Camp 1863",52,421979,11111,8390,https://media.tepapa.govt.nz/collection/421979/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
97127,"Meryon, Charles ; Akaroa, 1845 (etching)",40,443302,10996,8411,https://media.tepapa.govt.nz/collection/443302/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
97129,"Meryon, Charles - Akaroa, 1845 (etching)",40,443303,10976,8396,https://media.tepapa.govt.nz/collection/443303/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
97195,Early Wellington,16,421987,10966,8469,https://media.tepapa.govt.nz/collection/421987/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
97199,Plan of Port Nicholson (Wellington),35,421989,8322,10879,https://media.tepapa.govt.nz/collection/421989/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives,originals",,,,
97201,Plan of Early Wellington by the New Zealand Company dated 1840,62,421991,10962,8338,https://media.tepapa.govt.nz/collection/421991/full,No Known Copyright Restrictions,,,James McDonald,photographer,1912 - 1926,,"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,,,
